time,running_machine,laptop2,washing_machine,dish_washer,fridge,microwave,toaster,playstation,modem,cooker,laptop,monitor,speakers,server,router,server_hdd,kettle,rice_cooker,gross,app_sum,running_machine_on,washing_machine_on,dish_washer_on,microwave_on,toaster_on,kettle_on,rice_cooker_on,cooker_on
2013-09-01 00:03:13,1,19,3,1,11,0,0,1,9,0,58,59,10,16,6,0,1,1,196,7,0,0,0,0,0,0,0,0
2013-09-01 00:03:19,1,19,4,1,10,0,0,0,9,0,58,60,11,16,7,0,1,1,198,8,0,0,0,0,0,0,0,0
2013-09-01 00:03:25,1,19,3,1,10,0,0,1,9,0,58,60,10,15,6,0,1,1,195,7,0,0,0,0,0,0,0,0
2013-09-01 00:03:31,1,19,3,1,11,0,0,1,9,0,58,59,11,16,6,0,1,1,197,7,0,0,0,0,0,0,0,0
2013-09-01 00:03:37,1,19,3,1,11,0,1,1,9,0,58,59,10,16,7,0,1,1,198,8,0,0,0,0,0,0,0,0
2013-09-01 00:03:43,1,19,4,1,10,0,1,1,9,0,58,59,11,16,7,0,1,1,199,9,0,0,0,0,0,0,0,0
2013-09-01 00:03:49,1,19,4,1,11,0,0,1,9,0,58,60,10,16,6,0,1,1,198,8,0,0,0,0,0,0,0,0
2013-09-01 00:03:55,1,19,4,1,10,0,0,1,9,0,58,60,10,16,6,0,1,1,197,8,0,0,0,0,0,0,0,0
2013-09-01 00:04:01,1,19,4,1,11,0,0,1,9,0,58,59,10,16,6,0,1,1,197,8,0,0,0,0,0,0,0,0
2013-09-01 00:04:07,1,19,4,1,11,0,0,1,9,0,58,59,10,17,7,0,1,1,199,8,0,0,0,0,0,0,0,0
2013-09-01 00:04:13,1,19,4,1,27,0,0,1,9,0,58,60,11,16,6,0,0,1,214,7,0,0,0,0,0,0,0,0
2013-09-01 00:04:19,1,19,4,0,27,0,0,1,9,0,58,60,10,16,6,0,0,1,212,6,0,0,0,0,0,0,0,0
2013-09-01 00:04:25,1,18,4,1,27,0,1,1,9,0,58,59,11,16,7,0,1,1,215,9,0,0,0,0,0,0,0,0
2013-09-01 00:04:31,1,19,4,1,10,0,1,1,9,0,58,59,11,16,6,0,1,1,198,9,0,0,0,0,0,0,0,0
2013-09-01 00:04:37,1,18,3,1,10,0,1,1,9,0,57,59,10,16,7,0,1,1,195,8,0,0,0,0,0,0,0,0
2013-09-01 00:04:43,1,19,3,1,11,0,1,1,9,0,58,59,10,16,6,0,1,1,197,8,0,0,0,0,0,0,0,0
2013-09-01 00:04:49,1,19,4,1,11,0,0,1,9,0,58,60,10,16,7,0,1,1,199,8,0,0,0,0,0,0,0,0
2013-09-01 00:04:55,1,19,4,1,10,0,0,1,9,0,58,60,10,16,7,0,1,1,198,8,0,0,0,0,0,0,0,0
2013-09-01 00:05:01,1,19,4,1,10,0,1,1,9,0,57,59,11,16,6,0,1,1,197,9,0,0,0,0,0,0,0,0
2013-09-01 00:05:07,1,19,4,1,10,0,1,1,9,0,58,59,11,15,6,0,1,1,197,9,0,0,0,0,0,0,0,0
2013-09-01 00:05:13,1,18,3,1,10,0,1,1,9,0,58,59,11,16,6,0,1,1,196,8,0,0,0,0,0,0,0,0
2013-09-01 00:05:19,1,18,4,1,10,0,1,1,9,0,58,60,10,16,7,0,1,1,198,9,0,0,0,0,0,0,0,0
2013-09-01 00:05:25,1,19,3,1,11,0,0,1,9,0,58,60,11,16,6,0,1,1,198,7,0,0,0,0,0,0,0,0
2013-09-01 00:05:31,1,19,4,1,10,0,0,1,9,0,58,59,10,16,6,0,1,1,196,8,0,0,0,0,0,0,0,0
2013-09-01 00:05:37,1,18,3,1,10,0,0,1,9,0,58,59,10,16,7,0,1,1,195,7,0,0,0,0,0,0,0,0
2013-09-01 00:05:43,1,18,4,1,11,0,0,1,9,0,58,59,10,16,6,0,1,1,196,8,0,0,0,0,0,0,0,0
2013-09-01 00:05:49,1,19,3,1,10,0,0,1,9,0,58,59,10,16,6,0,1,1,195,7,0,0,0,0,0,0,0,0
2013-09-01 00:05:55,1,19,4,1,11,0,0,1,9,0,58,60,10,15,7,0,1,1,198,8,0,0,0,0,0,0,0,0
2013-09-01 00:06:01,1,18,4,1,11,0,0,1,9,0,57,59,10,16,7,0,1,1,196,8,0,0,0,0,0,0,0,0
2013-09-01 00:06:07,1,19,3,1,11,0,0,1,9,0,57,59,10,16,7,0,1,1,196,7,0,0,0,0,0,0,0,0
2013-09-01 00:06:13,1,19,3,1,11,0,1,1,9,0,58,59,11,16,7,0,1,1,199,8,0,0,0,0,0,0,0,0
2013-09-01 00:06:19,1,19,4,1,11,0,0,1,9,0,58,59,10,16,6,0,1,1,197,8,0,0,0,0,0,0,0,0
2013-09-01 00:06:25,1,30,4,1,10,0,0,1,9,0,58,59,10,16,6,0,1,1,207,8,0,0,0,0,0,0,0,0
2013-09-01 00:06:31,1,19,3,1,10,0,0,1,9,0,58,59,10,16,6,0,1,1,195,7,0,0,0,0,0,0,0,0
2013-09-01 00:06:37,1,19,3,1,10,0,0,1,9,0,58,59,10,15,7,0,1,1,195,7,0,0,0,0,0,0,0,0
2013-09-01 00:06:43,1,18,4,1,11,0,0,1,9,0,58,60,11,16,7,0,1,1,199,8,0,0,0,0,0,0,0,0
2013-09-01 00:06:49,1,18,4,1,10,0,0,1,9,0,58,60,11,16,6,0,1,1,197,8,0,0,0,0,0,0,0,0
2013-09-01 00:06:55,1,18,4,1,10,0,0,1,9,0,58,60,11,16,6,0,1,1,197,8,0,0,0,0,0,0,0,0
2013-09-01 00:07:01,1,19,4,1,11,0,0,1,9,0,58,60,10,16,6,0,1,1,198,8,0,0,0,0,0,0,0,0
2013-09-01 00:07:07,1,19,3,1,11,0,0,1,9,0,58,59,10,16,7,0,1,1,197,7,0,0,0,0,0,0,0,0
2013-09-01 00:07:13,1,19,3,0,11,0,1,1,9,0,58,59,11,16,7,0,1,1,198,7,0,0,0,0,0,0,0,0
2013-09-01 00:07:19,1,18,3,0,11,0,0,1,9,0,58,59,10,14,6,0,1,1,192,6,0,0,0,0,0,0,0,0
2013-09-01 00:07:25,1,20,4,1,11,0,0,1,9,0,58,59,10,14,6,0,1,1,196,8,0,0,0,0,0,0,0,0
2013-09-01 00:07:31,1,19,3,1,11,0,1,1,9,0,58,59,11,15,6,0,1,1,197,8,0,0,0,0,0,0,0,0
2013-09-01 00:07:37,1,19,3,1,11,0,0,1,9,0,58,60,11,14,7,0,1,1,197,7,0,0,0,0,0,0,0,0
2013-09-01 00:07:43,1,19,4,1,11,0,0,1,9,0,58,59,11,15,6,0,1,1,197,8,0,0,0,0,0,0,0,0
2013-09-01 00:07:49,1,18,4,1,10,0,0,1,9,0,58,60,10,14,6,0,1,1,194,8,0,0,0,0,0,0,0,0
2013-09-01 00:07:55,1,19,3,1,10,0,0,1,9,0,58,59,10,14,6,0,1,1,193,7,0,0,0,0,0,0,0,0
2013-09-01 00:08:01,1,19,4,2,11,0,1,1,9,0,58,59,10,14,6,0,1,1,197,10,0,0,0,0,0,0,0,0
2013-09-01 00:08:07,1,19,4,2,11,0,0,1,9,0,58,59,11,15,7,0,1,0,198,8,0,0,0,0,0,0,0,0
2013-09-01 00:08:13,1,20,4,1,10,0,0,1,9,0,58,59,10,14,6,0,1,1,195,8,0,0,0,0,0,0,0,0
2013-09-01 00:08:19,1,19,4,1,11,0,0,1,9,0,58,59,11,14,7,0,1,1,197,8,0,0,0,0,0,0,0,0
2013-09-01 00:08:25,1,19,4,1,11,0,0,1,9,0,58,59,10,14,7,0,1,1,196,8,0,0,0,0,0,0,0,0
2013-09-01 00:08:31,1,19,4,1,11,0,0,1,9,0,58,60,10,14,6,0,1,1,196,8,0,0,0,0,0,0,0,0
2013-09-01 00:08:37,1,18,4,1,11,0,0,1,9,0,58,59,10,15,7,0,1,1,196,8,0,0,0,0,0,0,0,0
2013-09-01 00:08:43,1,18,4,1,11,0,0,1,9,0,58,60,10,14,6,0,1,1,195,8,0,0,0,0,0,0,0,0
2013-09-01 00:08:49,1,19,4,1,11,0,0,1,9,0,58,59,11,15,6,0,1,1,197,8,0,0,0,0,0,0,0,0
2013-09-01 00:08:55,1,18,3,1,11,0,0,1,9,0,58,59,10,15,7,0,1,1,195,7,0,0,0,0,0,0,0,0
2013-09-01 00:09:01,1,19,4,1,11,0,0,1,9,0,58,59,10,14,6,0,1,1,195,8,0,0,0,0,0,0,0,0
2013-09-01 00:09:07,1,19,3,1,11,0,0,1,9,0,58,59,11,14,6,0,1,1,195,7,0,0,0,0,0,0,0,0
2013-09-01 00:09:13,1,18,4,1,10,0,1,1,9,0,58,60,11,14,7,0,1,1,197,9,0,0,0,0,0,0,0,0
2013-09-01 00:09:19,1,19,3,1,11,0,1,1,9,0,58,59,11,14,6,0,1,1,196,8,0,0,0,0,0,0,0,0
2013-09-01 00:09:25,1,19,3,1,10,0,0,1,9,0,58,59,10,15,7,0,1,1,195,7,0,0,0,0,0,0,0,0
2013-09-01 00:09:31,1,19,4,1,11,0,1,1,9,0,58,59,11,15,7,0,1,1,199,9,0,0,0,0,0,0,0,0
2013-09-01 00:09:37,1,18,4,1,11,0,1,1,9,0,58,59,10,14,6,0,1,1,195,9,0,0,0,0,0,0,0,0
2013-09-01 00:09:43,1,19,4,1,10,0,0,1,9,0,57,59,10,15,7,0,1,1,195,8,0,0,0,0,0,0,0,0
2013-09-01 00:09:49,1,19,4,1,11,0,0,1,9,0,58,59,10,14,7,0,1,1,196,8,0,0,0,0,0,0,0,0
2013-09-01 00:09:55,1,19,4,1,11,0,0,1,9,0,58,59,11,14,7,0,1,1,197,8,0,0,0,0,0,0,0,0
2013-09-01 00:10:01,1,19,3,1,10,0,1,1,9,0,58,59,11,14,6,0,1,1,195,8,0,0,0,0,0,0,0,0
2013-09-01 00:10:07,1,18,3,1,10,0,1,1,9,0,58,59,10,14,7,0,1,1,194,8,0,0,0,0,0,0,0,0
2013-09-01 00:10:13,1,19,3,1,11,0,1,1,9,0,58,59,11,15,7,0,1,1,198,8,0,0,0,0,0,0,0,0
2013-09-01 00:10:19,1,18,3,1,10,0,1,1,9,0,58,59,11,15,7,0,1,1,196,8,0,0,0,0,0,0,0,0
2013-09-01 00:10:25,1,19,4,1,10,0,1,1,9,0,58,60,11,14,6,0,1,1,197,9,0,0,0,0,0,0,0,0
2013-09-01 00:10:31,1,18,4,1,11,0,0,1,9,0,58,59,10,15,6,0,1,1,195,8,0,0,0,0,0,0,0,0
2013-09-01 00:10:37,1,19,4,1,10,0,0,1,9,0,58,59,10,15,6,0,1,1,195,8,0,0,0,0,0,0,0,0
2013-09-01 00:10:43,1,19,3,1,10,0,0,1,9,0,57,59,11,14,7,0,1,1,194,7,0,0,0,0,0,0,0,0
2013-09-01 00:10:49,1,19,4,1,11,0,1,1,9,0,58,59,11,14,6,0,1,1,197,9,0,0,0,0,0,0,0,0
2013-09-01 00:10:55,1,19,4,1,11,0,1,1,9,0,58,60,11,14,6,0,1,1,198,9,0,0,0,0,0,0,0,0
2013-09-01 00:11:01,1,19,4,1,11,0,0,1,9,0,58,59,10,14,6,0,1,1,195,8,0,0,0,0,0,0,0,0
2013-09-01 00:11:07,1,18,3,1,10,0,0,1,9,0,58,59,11,14,6,0,1,1,193,7,0,0,0,0,0,0,0,0
2013-09-01 00:11:13,1,19,4,1,10,0,0,1,9,0,58,59,10,14,7,0,1,1,195,8,0,0,0,0,0,0,0,0
2013-09-01 00:11:19,1,19,4,1,11,0,1,1,9,0,58,59,11,14,6,0,1,1,197,9,0,0,0,0,0,0,0,0
2013-09-01 00:11:25,1,18,4,1,11,0,0,1,9,0,58,59,10,14,6,0,1,1,194,8,0,0,0,0,0,0,0,0
2013-09-01 00:11:31,1,19,4,1,11,0,0,1,9,0,58,59,10,14,6,0,1,1,195,8,0,0,0,0,0,0,0,0
2013-09-01 00:11:37,1,19,4,1,10,0,1,1,9,0,58,59,11,14,6,0,1,1,196,9,0,0,0,0,0,0,0,0
2013-09-01 00:11:43,1,19,3,1,11,0,0,1,9,0,58,59,10,14,6,0,1,1,194,7,0,0,0,0,0,0,0,0
2013-09-01 00:11:49,1,18,4,1,10,0,1,1,9,0,58,59,11,14,6,0,1,1,195,9,0,0,0,0,0,0,0,0
2013-09-01 00:11:55,1,18,4,1,10,0,0,1,9,0,58,59,11,14,6,0,1,1,194,8,0,0,0,0,0,0,0,0
2013-09-01 00:12:01,1,19,4,1,11,0,0,1,9,0,58,60,11,14,7,0,1,1,198,8,0,0,0,0,0,0,0,0
2013-09-01 00:12:07,1,18,4,1,11,0,1,1,9,0,57,59,10,14,6,0,1,1,194,9,0,0,0,0,0,0,0,0
2013-09-01 00:12:13,1,18,3,1,11,0,1,1,9,0,58,59,10,14,7,0,1,1,195,8,0,0,0,0,0,0,0,0
2013-09-01 00:12:19,1,19,4,1,10,0,1,1,9,0,58,59,10,15,6,0,1,1,196,9,0,0,0,0,0,0,0,0
2013-09-01 00:12:25,1,19,4,1,11,0,1,1,9,0,58,59,11,14,6,0,1,1,197,9,0,0,0,0,0,0,0,0
2013-09-01 00:12:31,1,19,4,1,10,0,0,1,9,0,58,59,10,14,6,0,1,1,194,8,0,0,0,0,0,0,0,0
2013-09-01 00:12:37,1,18,4,1,11,0,0,1,9,0,58,59,10,14,7,0,1,1,195,8,0,0,0,0,0,0,0,0
2013-09-01 00:12:43,1,19,4,1,11,0,0,1,9,0,58,59,10,14,6,0,1,1,195,8,0,0,0,0,0,0,0,0
2013-09-01 00:12:49,1,19,4,1,10,0,0,1,9,0,58,59,10,14,6,0,1,1,194,8,0,0,0,0,0,0,0,0
2013-09-01 00:12:55,1,19,4,1,11,0,0,1,9,0,58,59,10,14,6,0,1,1,195,8,0,0,0,0,0,0,0,0
2013-09-01 00:13:01,1,19,3,1,11,0,0,1,9,0,58,60,10,15,6,0,1,1,196,7,0,0,0,0,0,0,0,0
2013-09-01 00:13:07,1,18,3,1,10,0,1,1,9,0,58,59,10,14,6,0,1,1,193,8,0,0,0,0,0,0,0,0
2013-09-01 00:13:13,1,19,3,1,10,0,0,1,9,0,58,59,11,14,7,0,1,1,195,7,0,0,0,0,0,0,0,0
2013-09-01 00:13:19,1,18,4,1,11,0,0,1,9,0,58,59,10,14,6,0,1,1,194,8,0,0,0,0,0,0,0,0
2013-09-01 00:13:25,1,19,3,1,11,0,0,1,9,0,58,60,10,14,7,0,1,1,196,7,0,0,0,0,0,0,0,0
2013-09-01 00:13:31,1,18,4,1,11,0,0,1,9,0,58,60,11,14,7,0,1,1,197,8,0,0,0,0,0,0,0,0
2013-09-01 00:13:37,1,19,4,1,10,0,1,1,9,0,58,59,11,14,6,0,1,0,195,8,0,0,0,0,0,0,0,0
2013-09-01 00:13:43,1,19,4,1,11,0,0,1,9,0,58,59,11,14,6,0,1,0,195,7,0,0,0,0,0,0,0,0
2013-09-01 00:13:49,1,18,3,1,10,0,0,1,9,0,58,59,11,14,6,0,1,1,193,7,0,0,0,0,0,0,0,0
2013-09-01 00:13:55,1,18,3,1,10,0,0,1,9,0,58,60,10,14,6,0,1,1,193,7,0,0,0,0,0,0,0,0
2013-09-01 00:14:01,1,18,4,1,11,0,0,1,9,0,58,59,10,14,6,0,1,1,194,8,0,0,0,0,0,0,0,0
2013-09-01 00:14:07,1,18,3,1,11,0,1,1,9,0,58,59,11,15,6,0,1,1,196,8,0,0,0,0,0,0,0,0
2013-09-01 00:14:13,1,18,4,1,10,0,0,1,9,0,58,60,11,14,7,0,1,1,196,8,0,0,0,0,0,0,0,0
2013-09-01 00:14:19,1,18,4,1,11,0,1,1,9,0,58,59,10,14,7,0,1,1,196,9,0,0,0,0,0,0,0,0
2013-09-01 00:14:25,1,19,4,1,11,0,1,1,9,0,58,60,10,14,7,0,1,1,198,9,0,0,0,0,0,0,0,0
2013-09-01 00:14:31,1,18,3,1,10,0,1,1,9,0,58,59,10,14,6,0,1,1,193,8,0,0,0,0,0,0,0,0
2013-09-01 00:14:37,1,20,3,1,11,0,1,1,9,0,58,59,11,14,7,0,1,1,198,8,0,0,0,0,0,0,0,0
2013-09-01 00:14:43,1,19,4,1,10,0,0,1,9,0,58,59,10,14,7,0,1,1,195,8,0,0,0,0,0,0,0,0
2013-09-01 00:14:49,1,19,4,1,11,0,0,1,9,0,58,59,11,15,6,0,1,1,197,8,0,0,0,0,0,0,0,0
2013-09-01 00:14:55,1,19,4,1,10,0,0,1,9,0,58,59,11,14,6,0,1,1,195,8,0,0,0,0,0,0,0,0
2013-09-01 00:15:01,1,19,3,1,10,0,0,1,9,0,58,59,10,14,6,0,1,1,193,7,0,0,0,0,0,0,0,0
2013-09-01 00:15:07,1,18,4,1,11,0,0,1,9,0,58,59,10,14,7,0,1,1,195,8,0,0,0,0,0,0,0,0
2013-09-01 00:15:13,1,19,4,1,10,0,0,1,9,0,58,59,10,14,6,0,1,1,194,8,0,0,0,0,0,0,0,0
2013-09-01 00:15:19,1,19,4,1,10,0,0,1,9,0,58,59,11,14,7,0,1,1,196,8,0,0,0,0,0,0,0,0
2013-09-01 00:15:25,1,19,4,1,11,0,0,1,9,0,58,59,11,14,6,0,1,1,196,8,0,0,0,0,0,0,0,0
2013-09-01 00:15:31,1,18,4,1,11,0,1,1,9,1,57,59,10,14,7,0,1,1,196,10,0,0,0,0,0,0,0,0
2013-09-01 00:15:37,1,19,4,1,11,0,1,1,9,10,57,60,10,15,6,0,1,1,207,19,0,0,0,0,0,0,0,1
2013-09-01 00:15:43,1,18,3,1,10,0,0,1,9,10,57,59,10,14,7,0,1,1,202,17,0,0,0,0,0,0,0,1
2013-09-01 00:15:49,1,19,3,1,10,0,0,1,9,10,58,60,10,14,6,0,1,1,204,17,0,0,0,0,0,0,0,1
2013-09-01 00:15:55,1,19,4,1,11,0,0,1,9,10,58,59,10,14,6,0,1,1,205,18,0,0,0,0,0,0,0,1
2013-09-01 00:16:01,1,19,4,1,10,0,0,1,9,10,58,59,11,14,6,0,1,1,205,18,0,0,0,0,0,0,0,1
2013-09-01 00:16:07,1,19,4,1,11,0,0,1,9,10,58,59,10,14,7,0,1,1,206,18,0,0,0,0,0,0,0,1
2013-09-01 00:16:13,1,19,4,1,10,0,0,1,9,10,58,59,11,14,7,0,1,1,206,18,0,0,0,0,0,0,0,1
2013-09-01 00:16:19,1,19,3,1,10,0,0,1,9,10,58,59,11,15,7,0,1,1,206,17,0,0,0,0,0,0,0,1
2013-09-01 00:16:25,1,19,4,1,11,0,0,1,9,10,58,59,10,14,7,0,1,1,206,18,0,0,0,0,0,0,0,1
2013-09-01 00:16:31,1,18,4,1,10,0,0,1,9,10,58,59,10,14,7,0,1,1,204,18,0,0,0,0,0,0,0,1
2013-09-01 00:16:37,1,19,4,1,10,0,0,1,9,10,58,59,10,14,6,0,1,1,204,18,0,0,0,0,0,0,0,1
2013-09-01 00:16:43,1,19,4,1,11,0,1,1,9,10,58,59,10,14,7,0,1,1,207,19,0,0,0,0,0,0,0,1
2013-09-01 00:16:49,1,19,4,1,10,0,0,1,9,10,58,59,10,14,7,0,1,1,205,18,0,0,0,0,0,0,0,1
2013-09-01 00:16:55,1,18,4,1,10,0,0,1,9,10,58,59,10,14,7,0,1,1,204,18,0,0,0,0,0,0,0,1
2013-09-01 00:17:01,1,19,4,0,11,0,0,1,9,10,58,59,11,14,6,0,1,1,205,17,0,0,0,0,0,0,0,1
2013-09-01 00:17:07,1,19,3,1,11,0,0,1,9,10,59,59,10,15,6,0,1,1,206,17,0,0,0,0,0,0,0,1
2013-09-01 00:17:13,1,19,4,0,11,0,1,1,9,10,57,59,11,14,6,0,1,1,205,18,0,0,0,0,0,0,0,1
2013-09-01 00:17:19,1,18,3,1,10,0,0,1,9,10,57,59,10,14,6,0,1,1,201,17,0,0,0,0,0,0,0,1
2013-09-01 00:17:25,1,19,4,1,11,0,0,1,9,10,57,60,10,15,6,0,1,1,206,18,0,0,0,0,0,0,0,1
2013-09-01 00:17:31,1,18,4,1,11,0,0,1,9,10,58,59,10,15,6,0,1,1,205,18,0,0,0,0,0,0,0,1
2013-09-01 00:17:37,1,18,3,1,11,0,0,1,9,10,58,59,10,14,7,0,1,1,204,17,0,0,0,0,0,0,0,1
2013-09-01 00:17:43,1,19,3,1,11,0,0,1,9,10,58,59,10,14,7,0,1,1,205,17,0,0,0,0,0,0,0,1
2013-09-01 00:17:49,1,19,3,1,10,0,0,1,9,10,58,59,10,14,6,0,1,1,203,17,0,0,0,0,0,0,0,1
2013-09-01 00:17:55,1,19,4,1,10,0,1,1,9,10,58,59,11,14,6,0,1,1,206,19,0,0,0,0,0,0,0,1
2013-09-01 00:18:01,1,20,4,1,11,0,0,0,9,10,58,59,10,14,7,0,1,1,206,18,0,0,0,0,0,0,0,1
2013-09-01 00:18:07,1,19,4,1,10,0,0,1,9,10,58,59,10,14,6,0,1,1,204,18,0,0,0,0,0,0,0,1
2013-09-01 00:18:13,1,19,3,1,11,0,0,1,9,10,58,59,10,14,7,0,1,1,205,17,0,0,0,0,0,0,0,1
2013-09-01 00:18:19,1,19,4,1,11,0,0,1,9,10,57,59,10,14,6,0,1,1,204,18,0,0,0,0,0,0,0,1
2013-09-01 00:18:25,1,19,4,1,10,0,0,1,9,10,58,60,10,14,7,0,1,1,206,18,0,0,0,0,0,0,0,1
2013-09-01 00:18:31,1,18,3,1,10,0,0,1,9,10,58,59,10,15,6,0,1,1,203,17,0,0,0,0,0,0,0,1
2013-09-01 00:18:37,1,19,4,1,10,0,0,1,9,10,57,59,10,14,6,0,1,1,203,18,0,0,0,0,0,0,0,1
2013-09-01 00:18:43,1,19,4,1,11,0,0,1,9,10,58,59,10,14,6,0,1,1,205,18,0,0,0,0,0,0,0,1
2013-09-01 00:18:49,1,19,4,1,11,0,0,1,9,10,58,60,11,14,7,0,1,1,208,18,0,0,0,0,0,0,0,1
2013-09-01 00:18:55,1,19,4,1,11,0,1,1,9,10,58,59,10,14,6,0,1,1,206,19,0,0,0,0,0,0,0,1
2013-09-01 00:19:01,1,19,4,1,11,0,1,1,9,10,58,59,10,14,6,0,1,1,206,19,0,0,0,0,0,0,0,1
2013-09-01 00:19:07,1,18,4,1,11,0,1,1,9,10,58,59,10,14,6,0,1,1,205,19,0,0,0,0,0,0,0,1
2013-09-01 00:19:13,1,19,4,1,11,0,0,1,9,10,58,59,11,15,7,0,1,1,208,18,0,0,0,0,0,0,0,1
2013-09-01 00:19:19,1,18,4,1,11,0,0,1,9,10,58,59,11,14,6,0,1,1,205,18,0,0,0,0,0,0,0,1
2013-09-01 00:19:25,1,18,4,1,10,0,0,1,9,10,58,59,11,14,6,0,1,1,204,18,0,0,0,0,0,0,0,1
2013-09-01 00:19:31,1,19,3,1,11,0,0,1,9,10,58,59,10,14,6,0,1,1,204,17,0,0,0,0,0,0,0,1
2013-09-01 00:19:37,1,18,4,1,11,0,0,1,9,10,58,60,11,14,7,0,1,1,207,18,0,0,0,0,0,0,0,1
2013-09-01 00:19:43,1,19,4,1,11,0,0,1,9,10,58,59,10,15,6,0,1,1,206,18,0,0,0,0,0,0,0,1
